Hit Count,Product URL,Product Name,Product Price,Rating,Number of Reviews,Description,ASIN,Product Description,Manufacturer 
36,https://www.amazon.in//Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-38,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,099",4.3,393,"  Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months    3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.    Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!    Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.    Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.   ",B097JHQH13,"How do you describe a Perfect Backpack? Spacious enough to carry a lot of stuff, yet Light Weight! Padded Laptop Sleeve to keep it secure and sound. Multiple Pockets to segregate all the items and keep it easily accessible. An Organizer to keep your each and every school supplies in an arranged manner. Side Pocket to keep the Water Bottle. Water Resistant exteriors to keep all your worries at bay and lastly, latest and trendy design to keep those ""Cute Bagpack"" compliment coming in! Yes. We have that Perfect Bag for you, in our Genie store. Bringing you a cute, stylish and trendy design, Genie Glitter School Bag.",Safari 
37,https://www.amazon.in//Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-39,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,748,4.1,"1,047","  Spacious : This Rucksack bag is lightweight and comes with Three main compartment having the capacity of approx 45 Ltr, big enough to carry laptop of all sizes, books, clothes, camping gear; 3 main compartments to store all your essentials, A back mesh pocket to carry extra documents and numerous small pocket to carry all your small accessories    CAPACITY & SIZE : 45 Litres; Weight: 0.9 kg ; Dimensions: 22.9cm x 36.8cm x 50.8cm ; Utility : Ideal for Travel, Hiking, Trekking & Camping, Day trip.; HIGH QUALITY : A major problem in many rucksack and travelling bags is that it get torn between your journeys or within a short period of time but this Rucksack which is made from high Quality materials, is stitched properly and has bartacks on pressure points is strong enough to hold all your items without any problem    FEATURES : Back Padding, Chest Strap, Earphone Cord Support, Unique Design, Hip Belt, Integrated Rain Cover, Laptop Compartment, Telescope Handle, Water Bottle / Umbrella Pouch, Zip Closure, Padded Handles, Padded Shoulder Strap , Breathable Mesh etc.; Closure Type: Zipper; Age Range Description: Adult    COMFORTABLE TRAVEL : Backside Honeycomb padded structure which helps you travelling comfortably all day long, provides proper air circulation while in summer also to prevent you feel more relax. Chest Strap, Hip Belt, Straight Shaped Straps structure which fits on your shoulders very comfortably makes you lift heavy objects easily.    12 Months Limited Brand Warranty   ",B098QFF5TJ,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,Wesley 
38,https://www.amazon.in//ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-40,ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Black),499,3.9,573,  Material: Water Resistant Light-Weight Polyester<br>    Compartments: 2 with padding; Laptop Size: 15.6 inch and below<br>    Dimensions: LxWxH - 12.5 x 7.5 x 19 inches<br>    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders<br>    Closure Type: Zipper<br>   ,B09TPY1G1W,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,ADISA 
39,https://www.amazon.in//American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-41,American Tourister Casual Backpack,"1,139",4.1,"14,484","  Laptop Compatibility: No, Strap Type: Adjustable    Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW)    Number of Wheels: 0, Number of compartments: 3    Mesh Padding on back & shoulder strap to provide comfort & better back support   ",B07CJCFNZG,,Samsonite 
40,https://www.amazon.in//AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-42,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),376,4.3,"8,912","  Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black    Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.    Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.    Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.    Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose   ",B07F2H25NP,,Auxter 
41,https://www.amazon.in//NETTIE-Cotton-Carry-Strap-Drawstring/dp/B08LBT1R9J/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-45,NETTIE Cotton Carry Bag with Strap and Drawstring for Yoga Mat- Big Size,198,4.1,"1,007",  PLEASE NOTE: Suitable for Yoga Mat With 5MM TO 10MM THICKNESS AND DIMENSIONS UP TO 2 FT WIDTH X 6 FT. LENGTH. Cotton carry bag for yoga mat for storing and carrying your yoga mat with ease<br>    Made of premium grade cotton material<br>    High quality drawstring rope for closure<br>    Cross strap for carrying on shoulder with ease<br>    Reinforced base with double-stitch for srtength and durability<br>   ,,,
42,https://www.amazon.in//AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-46,AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,709,4.2,435,"  Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag    It has 2 large compartments and 2 side pockets    Well-padded interior that keeps your laptop safe    Enough space for your other daily essentials like chargers, wallet, power bank, etc.    Compact and sleek design    Well-cushioned shoulder straps    Dimensions: LxWXH: 47 X 33 X 15 cm    Weight: 0.460 grams   ",,"Bid goodbye to the daily hassle of finding ways to carry your laptop and other accessories with the AmazonBasics - Casual Backpack/Office Bag. It is an instant relief provider as the compactly designed backpack offers you space and comfort simultaneously. The stylish backpack has 2 large compartments where you can stack up your chargers, power banks, lunch box, tablet, etc., alongside a 15.6-inch laptop. Well-padded and well-cushioned, the backpack has 2 side pockets where you can keep extra items when on the move. Durable and strong, the backpack is made from water-resistant polyester fabric.",
43,https://www.amazon.in//Half-Moon-Waterproof-Laptop-Backpack/dp/B09QM9N1B3/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-47,Half Moon 30L Waterproof 15.6 inch Laptop Office School College Bag Backpack for Men Women Boys & Girls,589,3.6,361,"  SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort    COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.    SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm    ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.    OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.   ",B09QM9N1B3,"FEATURES: DURABLE MATERIAL: Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women; COMFY & STURDY: Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers; DURABLE AND LIGHT WEIGHT MATERIAL: Made with strong yet light weight polyester fabric with heavy zippers; INTERNAL ORGANISER: This backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items; LOTS OF STORAGE SPACE & POCKETS: One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.",Half_Moon 
44,https://www.amazon.in//American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-48,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","1,299",4.1,8,"  Care Instructions: Hand Wash Only    Well Organized compartment ,Security Back Pocket   ",B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS 
45,https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-49,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,834,4.0,"5,143","  MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack for men features with multiple storage compartments and for additional supplies and accessories such as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more.    DURABLE MATERIAL: The school bag for boys is made up of superior quality which is durable, eco-friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities.    COMFORTABLE DESIGN: Our school bag for boys ""S"" Curve is adjustable, heavily padded shoulder straps and back panel make the school bag more comfortable to wear even when loaded with all your gear; Compact: Backpack for men has a roomy three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella and thus it is best school bags for boys.    Size:18*13*9 inch(L*W*H), Capacity: The college bag has capacity of 36.5L which is bigger than others of the same style. Good size for school bags, college bag, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket    Compartment Description: The backpack for men is not laptop compatible; Warranty Description: 1 Year From The Date Of Purchase, Water Resistance Level: Waterproof   ",B07XVMR33Q,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",Atulitu Agency 
46,https://www.amazon.in//Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-50,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,222,4.3,"2,951","  Care Instructions: Hand Wash Only    Fabric :: 600D Oxford PU coated; Compartments : 1 Ccompartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller<br>    Included Items :: Drawstring Backpack<br>    Dimensions : LxWxD : 46 X 32 X 10 cm, Capacity : 15 Liters<br>    Warranty: 1 year Warranty against manufacturing defects..<br>    Pocket Description: Utility Pocket; Compartment Description: Not Laptop Compatible; Strap Type: Shoulder Strap; Water Resistance Level: Not Water Resistant; Special Features: Checkpoint Friendly; Pattern Name: Solid; Age Range Description: Adult; Lining Description: Polyester<br>   ",B08L6Q9V1H,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",Arctic Fox 
47,https://www.amazon.in//DZert-Fabric-Multicolour-Spiderman-Printed/dp/B07BNS3KNX/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-51,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),239,3.8,"1,400",  trap Type: Shoulder Strap; Color Name: Red; Warranty Description: No Warranty; Water Resistance Level: Not Water Resistant; Closure Type: Zipper   ,B07BNS3KNX,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",Rushi Enterprise 
48,https://www.amazon.in//WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679491497&sprefix=ba%2Caps%2C283&sr=8-52,"WILD MODA Women's Shoulder Bag, Set of 1",849,4.3,"3,506","  Material: High quality Waterproof Polyester material and nice eye catchy handbag; 3 Big compartments with Zip closure and 6 Pockets that can easily carry your multiple utility for better organization.    Dimensions: Length: 35, Width: 18: Height: 27 cm, Closure: Zip; Strap Type: Shoulder    High quality soft Lining Anti-theft pocket with Top Zip Closer; Extra pockets for more space and easy to carry, the extra pocket on the inside comes with a closure so you can put all your important things inside like mobile, keys, jewellery, napkins, etc. Safely without the fear of losing them    Warranty: 6 months domestic warranty on manufacturing defects; Care Instructions: Do not expose to extreme heat; Inner Material Type: Satin    Age Range Description: Adult; Occasion Type: Casual   ",B099PLT91X,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",WILD MODA 
52,https://www.amazon.in//Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-54,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,529,4.2,"3,767",  Highly water-resistant finish to save inner items from water splashes    Separate shoe pocket ensures your sneakers separated from your day outfit    adjustable shoulder strap    Main compartment with double zip closure    Large pocket for laundry or shoes & internal slip pockets for organization   ,,It ensures an easy maintenance. This product helps you make a style statement.,
53,https://www.amazon.in//VIP-Endura-Puller-Brown-Duffle/dp/B0B527KJQZ/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-55,VIP Polypropylene 48 Cms Travel Bag(DFENDEBRN_Brown),899,4.3,407,"  Padded, Comfortable Shoulder Strap    Easy access front pocket    Soft Grip handles    Stylish Design   ",B0B527KJQZ,"VIP ENDURA, the one stop solution for all your micro travel needs, Speciaous main compartment, Soft Grip handles, Padded, Comfortable, Easy access front pocket, Stylish Design","VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India "
54,https://www.amazon.in//Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3KCN32/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-56,"Tabelito® Casual 15.6 Inch Laptop Bag (39.6cm), 25 LTR Water Repellent Backpack Laptop Apple/ Dell/ Lenovo/ Asus/ Hp/ Samsung/ Mi/ MacBook/ Ultrabook/ Thinkpad/ Ideapad/ Surfacepro Men Women (Blue)",549,4.2,"1,599","  PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. bags for women / kids school bag / college bags for boys / laptop backpack    Front two slanted pocket perfect for quick finds such as your ID for work. keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men. office bag for women .    Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.   ",,"VIP ENDURA, the one stop solution for all your micro travel needs, Speciaous main compartment, Soft Grip handles, Padded, Comfortable, Easy access front pocket, Stylish Design",
55,https://www.amazon.in//Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-57,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",297,4.2,930,"  Premium Durable Material - This bag is made of high quality,durable material.<br><br>    Multi-Purpose & Any Occasions - Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag, sports duffel bag.<br><br>    Water Resistance Level: Water Resistant; Closure Type: Zipper; Strap Type: Adjustable; Handle Type: Web Handle<br>    <br>    <br>   ",B07GCR84D9,"Sfane Sports Bag Practical Everyday Sizing Make It Great For Hauling Just About Anything.Two Big Compartments Holds Sports Clothing, Gloves, Shaker, Sports Ball, Sports Accessories, Etc. Or Anything That Might Be Wet Or Soiled. Provide Years Of Dependable Service. Made In India.",Sfane 
56,https://www.amazon.in//BennettTM-Shoulder-Messenger-Repellent-Charcoal/dp/B09CV24TMK/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-58,Bennett™ Mystic Unisex Adult Men's Laptop Bag 15.6 inch Side Shoulder Briefcase Satchel Messenger Business Bags for Men & Women Front Pocket for Laptop Accessories - Black (6 Month Warranty),512,4.0,"5,229","  PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.    LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.    EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.    DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.    BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.   ",,"Sfane Sports Bag Practical Everyday Sizing Make It Great For Hauling Just About Anything.Two Big Compartments Holds Sports Clothing, Gloves, Shaker, Sports Ball, Sports Accessories, Etc. Or Anything That Might Be Wet Or Soiled. Provide Years Of Dependable Service. Made In India.",
57,https://www.amazon.in//Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-61,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",294,3.8,156,"  Highly Water-resistant finish to save inner items from water splashes    Epp foam gear in the bottom panel for total comfort and safety    Main compartment with double zip closure    Water-resistant front valuables pocket to keep your stuff safe    Dimension: 40x22x10 cm    Capacity - 9 litres    Tough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material.   ",,"The Nivia Pulse jr. Bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, engineered card, small snacks, and other small personal belongings. Perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc) and travel use.",
58,https://www.amazon.in//Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-62,Trajectory 100% Vegan Leather 16 Inch Laptop Office Messenger bag for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men and Women,"1,399",4.2,313,"  PREMIUM LEATHER: We present you a Messenger bag made from Premium Grade 100% Vegan Leather. This vegan leather comes in dual tone Brown shade tone with grain pattern that is rich in taste and is perfect for men with Class.    PERFECT FIT: This bag is suitable for upto 16 inch laptop. You get to store the laptop inside a separate 10mm Thick Padded Laptop Compartment so that you laptop stays safe from sudden shock.    SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.    TOP NOTCH CRAFTSMANSHIP: At Trajectory, we train every artisan to a degree of perfection so that you get a bag with fine stitching standards. Moreover, We use Best in Class Antique Style Hardware for providing Classic look and durability to the bag.    QUALITY GUARANTEED: While amazon gives 10 days return policy, we at Trajectory give 30 days return in case of any manufacturing defect. Along with that, we provide 2 years warranty against manufacturing defect. Our Customer support team is happy to serve you, call us.   ",B09RK6NCGC,"The Nivia Pulse jr. Bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, engineered card, small snacks, and other small personal belongings. Perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc) and travel use.",Trajectory Marketing LLP 
59,https://www.amazon.in//Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1679491551&sprefix=ba%2Caps%2C283&sr=8-63,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9,"9,061","  MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.    LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.    WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.    PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.    1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: Black; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult   ",B08YZ8FFBZ,"The Nivia Pulse jr. Bag consists of one zippered main bag, 1 front pocket to safely store your cellphone, mini tablet, PSP, wallet, keys, engineered card, small snacks, and other small personal belongings. Perfect ideal for outdoor sports (hiking, camping, climbing, cycling, etc) and travel use.","Akshaya Rubbers, Hebbal Industrial Area, Mysore "
